name,cation,anion,silicate,silicate_html,cation_html,anion_html,elements,strunz,formula,ima,year
Spriggite,Pb^2+^;UO_2_,OH;O,,,Pb<sup>2+</sup> x 3;UO<sub>2</sub> x 6,O x 8;OHx2,Pb;U;O;H,4.GC.15,Pb<sup>2+</sup><sub>3</sub>(U<sup>6+</sup>O<sub>2</sub>)<sub>6</sub>O<sub>8</sub>(OH)<sub>2</sub>·3H<sub>2</sub>O,Approved,2003
Carnotite,UO_2_;K,VO_4_,,,UO<sub>2</sub> x 2;K x 2,(V<sup>5+</sup>O<sub>4</sub>) x 2,K;U;O;V;H,4.HB.05,K<sub>2</sub>(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>·3H<sub>2</sub>O,"Grandfathered, Approved",1899
Margaritasite,Cs;K;H_3_O;UO_2_,VO_4_,,,(Cs + K + H<sub>3</sub>O)=2;UO<sub>2</sub> x 2,(V<sup>5+</sup>O<sub>4</sub>) x 2,Cs;K;H;O;U;V,4.HB.05,"(Cs,K,H<sub>3</sub>O)<sub>2</sub>(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>·H<sub>2</sub>O",Approved,1980
Sengierite,UO_2_;Cu^2+^,OH;VO_4_,,,UO<sub>2</sub> x 2;Cu<sup>2+</sup> x 2,(V<sup>5+</sup>O<sub>4</sub>) x 2;OHx2,Cu;U;O;V;H,4.HB.10,Cu<sup>2+</sup><sub>2</sub>(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·6H<sub>2</sub>O,"Renamed, Approved",1949
Curienite,UO_2_;Pb^2+^,VO_4_,,,UO<sub>2</sub> x 2;Pb<sup>2+</sup>,(V<sup>5+</sup>O<sub>4</sub>) x 2,Pb;U;O;V;H,4.HB.15,Pb<sup>2+</sup>(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>·5H<sub>2</sub>O,"Renamed, Approved",1968
Finchite,UO_2_;Sr,VO_4_,,,UO<sub>2</sub> x 2;Sr,V<sup>5+</sup><sub>2</sub>O<sub>8</sub>,Sr;U;O;V;H,4.HB.15,Sr(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup><sub>2</sub>O<sub>8</sub>)·5H<sub>2</sub>O,"Approved, Pending publication",2017
Francevillite,UO_2_;Ba,VO_4_,,,UO<sub>2</sub> x 2;Ba,(V<sup>5+</sup>O<sub>4</sub>) x 2,Ba;U;O;V;H,4.HB.15,Ba(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>·5H<sub>2</sub>O,"Approved, Renamed",1957
Fritzscheite,UO_2_;Mn^2+^,VO_4_;PO_4_,,,UO<sub>2</sub> x 2;Mn<sup>2+</sup>,"(V<sup>5+</sup>O<sub>4</sub>,P<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>",Mn;U;O;V;P;H,4.HB.15,"Mn<sup>2+</sup>(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>,PO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O","Grandfathered, Approved",1865
Metavanuralite,UO_2_;Al,OH;VO_4_,,,UO<sub>2</sub> x 2;Al,(V<sup>5+</sup>O<sub>4</sub>) x 2;OH,Al;U;O;V;H,4.HB.20,Al(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)·8H<sub>2</sub>O,Approved,1970
Vanuralite,UO_2_;Al,OH;VO_4_,,,UO<sub>2</sub> x 2;Al,(V<sup>5+</sup>O<sub>4</sub>) x 2;OH,Al;U;O;V;H,4.HB.20,Al(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)·11H<sub>2</sub>O,Approved,1963
Metatyuyamunite,UO_2_;Ca,VO_4_,,,UO<sub>2</sub> x 2;Ca,(V<sup>5+</sup>O<sub>4</sub>) x 2,Ca;U;O;V;H,4.HB.25,Ca(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>·3H<sub>2</sub>O,"Grandfathered, Approved",1954
Tyuyamunite,UO_2_;Ca,VO_4_,,,UO<sub>2</sub> x 2;Ca,(V<sup>5+</sup>O<sub>4</sub>) x 2,Ca;U;O;V;H,4.HB.25,Ca(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>·5-8H<sub>2</sub>O,"Grandfathered, Approved",1912
Strelkinite,UO_2_;Na,VO_4_,,,UO<sub>2</sub> x 2;Na x 2,(V<sup>5+</sup>O<sub>4</sub>) x 2,Na;U;O;V;H,4.HB.30,Na<sub>2</sub>(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>·6H<sub>2</sub>O,Approved,1973
Uvanite,UO_2_,V^5+^_3_O_9_,,,(UO<sub>2</sub>) x 2,V<sup>5+</sup><sub>6</sub>O<sub>17</sub>,U;O;V;H,4.HB.35,(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>V<sup>5+</sup><sub>6</sub>O<sub>17</sub>·15H<sub>2</sub>O,"Questionable mineral species, Approved",1914
Rauvite,Ca;UO_2_,V_10_O_28_,,,Ca;(UO<sub>2</sub>) x 2,(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>),Ca;U;O;V;H,4.HB.40,Ca(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>)·16H<sub>2</sub>O,"Questionable mineral species, Approved",1922
Vandermeerscheite,K;UO_2_,VO_4_,,,K x 2;UO<sub>2</sub> x 2,V<sup>5+</sup><sub>2</sub>O<sub>8</sub>,K;U;O;V;H,4.HB.45,K<sub>2</sub>[(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>V<sup>5+</sup><sub>2</sub>O<sub>8</sub>]·2H<sub>2</sub>O,"Approved, Pending publication",2018
Ammoniolasalite,Mg;NH_4_,V_10_O_28_,,,Mg x 2;NH<sub>4</sub> x 2,(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>),N;H;Mg;O;V,4.HC.05,(NH<sub>4</sub>)<sub>2</sub>Mg<sub>2</sub>(H<sub>2</sub>O)<sub>20</sub>] [V<sup>5+</sup><sub>10</sub>O<sub>28</sub>],"Approved, Pending publication",2017
Hughesite,Na,V_10_O_28_,,,Na x 3,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,Na;Al;V;O;H,4.HC.05,Na<sub>3</sub>AlV<sup>5+</sup><sub>10</sub>O<sub>28</sub>·22H<sub>2</sub>O,Approved,2010
Hydropascoite,Ca,V_10_O_28_,,,Ca x 3,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,Ca;V;O;H,4.HC.05,Ca<sub>3</sub>(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>)·24H<sub>2</sub>O,Approved,2016
Lasalite,Mg;Na,V_10_O_28_,,,Mg x 2;Na x 2,(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>),Na;Mg;V;O;H,4.HC.05,Na<sub>2</sub>Mg<sub>2</sub>(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>)·20H<sub>2</sub>O,Approved,2007
Magnesiopascoite,Ca;Mg,V_10_O_28_,,,Ca x 2;Mg,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,Ca;Mg;V;O;H,4.HC.05,Ca<sub>2</sub>MgV<sup>5+</sup><sub>10</sub>O<sub>28</sub>·16H<sub>2</sub>O,Approved,2007
Pascoite,Ca,V_10_O_28_,,,Ca x 3,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,Ca;V;O;H,4.HC.05,Ca<sub>3</sub>V<sup>5+</sup><sub>10</sub>O<sub>28</sub>·17H<sub>2</sub>O,"Grandfathered, Approved",1914
Rakovanite,Na;NH_4_,V_10_O_28_,,,Na x 3; NH<sub>4</sub> x 3,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,N;H;Na;V;O,4.HC.05,(NH<sub>4</sub>)<sub>3</sub>Na<sub>3</sub>[V<sup>5+</sup><sub>10</sub>O<sub>28</sub>]⋅12H<sub>2</sub>O,Approved,2010
Hummerite,Mg;K,V_10_O_28_,,,Mg;K,V<sup>5+</sup><sub>5</sub>O<sub>14</sub>,K;Mg;V;O;H,4.HC.10,KMgV<sup>5+</sup><sub>5</sub>O<sub>14</sub>·8H<sub>2</sub>O,"Grandfathered, Approved",1951
Sherwoodite,Ca,AlV^4+^_2_V^5+^_12_O_40_,,,Ca x 4.5,AlV<sup>4+</sup><sub>2</sub>V<sup>5+</sup><sub>12</sub>O<sub>40</sub>,Ca;Al;V;O;H,4.HC.15,Ca<sub>4.5</sub>AlV<sup>4+</sup><sub>2</sub>V<sup>5+</sup><sub>12</sub>O<sub>40</sub>·28H<sub>2</sub>O,"Grandfathered, Approved",1958
Bluestreakite,K;Mg,V^4+^_2_V^5+^_8_O_28_,,,K x 4;Mg x 2,V<sup>4+</sup><sub>2</sub>V<sup>5+</sup><sub>8</sub>O<sub>28</sub>,K;Mg;V;O;H,4.HC.20,K<sub>4</sub>Mg<sub>2</sub>(V<sup>4+</sup><sub>2</sub>V<sup>5+</sup><sub>8</sub>O<sub>28</sub>)·14H<sub>2</sub>O,Approved,2014
Burroite,Ca;NH_4_,V_10_O_28_,,,Ca x 2;NH<sub>4</sub> x 2,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,Ca;N;H;V;O,4.HC.25,Ca<sub>2</sub>(N<sup>3-</sup>H<sub>4</sub>)<sub>2</sub>(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>)·15H<sub>2</sub>O,Approved,2016
Wernerbaurite,Ca;NH_4_,V_10_O_28_,,,Ca x 2;NH<sub>4</sub> x 2,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,N;H;Ca;V;O,4.HC.25,(N<sup>3-</sup>H<sub>4</sub>)<sub>2</sub>Ca<sub>2</sub>(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>)·16H<sub>2</sub>O,"Approved, Redefined",2015
Caseyite,V^5+^;Al;Na;K;Ca,OH;H_2_V^4+^V^5+^_9_O_28_;V_10_O_28_;SO_4_;O,,,V<sup>5+</sup>;Al x 10-x;(Na + K + Ca)=2-y,H<sub>2</sub>V<sup>4+</sup>V<sup>5+</sup><sub>9</sub>O<sub>28</sub>;V<sup>5+</sup><sub>10</sub>O<sub>28</sub> x 2;SO<sub>4</sub> x 2-z;O x 2;OHx20-2x,V;O;Al;H;Na;K;Ca;S,4.HC.30,"[(V<sup>5+</sup>O<sub>2</sub>)Al<sub>10-x</sub>(OH)<sub>20-2x</sub>(H<sub>2</sub>O)<sub>18-2x</sub>]<sub>2</sub>[H<sub>2</sub>V<sup>4+</sup>V<sup>5+</sup><sub>9</sub>O<sub>28</sub>][V<sup>5+</sup><sub>10</sub>O<sub>28</sub>]<sub>2</sub>(Na,K,Ca)<sub>2-y</sub>(SO<sub>4</sub>)<sub>2-z</sub>·(60+8x+y+4z)H<sub>2</sub>O (x = 0-2.5; y = 0-2; z = 0-2)","Approved, Pending publication",2019
Gunterite,Na,H_2_V^5+^_10_O_28_,,,Na x 4,H<sub>2</sub>V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,Na;H;O;V,4.HC.35,Na<sub>4</sub>(H<sub>2</sub>O)<sub>16</sub>(H<sub>2</sub>V<sup>5+</sup><sub>10</sub>O<sub>28</sub>)·6H<sub>2</sub>O,Approved,2011
Kokinosite,Ca;Na,V_10_O_28_,,,Ca x 2;Na x 2,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,Na;Ca;V;O;H,4.HC.40,Na<sub>2</sub>Ca<sub>2</sub>(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>)·24H<sub>2</sub>O,Approved,2013
Nashite,Ca;Na,V^5+^_9_V^4+^O_28_,,,Ca x 2;Na x 3,V<sup>5+</sup><sub>9</sub>V<sup>4+</sup>O<sub>28</sub>,Na;Ca;V;O;H,4.HC.45,Na<sub>3</sub>Ca<sub>2</sub>(V<sup>5+</sup><sub>9</sub>V<sup>4+</sup>O<sub>28</sub>)·24H<sub>2</sub>O,Approved,2012
Okieite,Mg,V_10_O_28_,,,Mg x 3,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,Mg;V;O;H,4.HC.50,Mg<sub>3</sub>[V<sup>5+</sup><sub>10</sub>O<sub>28</sub>]·28H<sub>2</sub>O,"Approved, Pending publication",2018
Postite,Mg;Al,OH;V_10_O_28_,,,Mg;Al x 2,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>;OHx2,Mg;H;O;Al;V,4.HC.55,Mg(H<sub>2</sub>O)<sub>6</sub>Al<sub>2</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>8</sub>(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>)·13H<sub>2</sub>O,Approved,2011
Schindlerite,NH_4_;Na,V_10_O_28_,,,NH<sub>4</sub> x 4;Na x 2,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,N;H;Na;V;O,4.HC.60,(N<sup>3-</sup>H<sub>4</sub>)<sub>4</sub>Na<sub>2</sub>(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>)·10H<sub>2</sub>O,"Approved, Redefined",2013
Trebiskyite,Na;Mg,TiV_9_O_28_,,,Na x 3;Mg x 2,Ti<sup>4+</sup>V<sup>5+</sup><sub>9</sub>O<sub>28</sub>,Na;Mg;Ti;V;O;H,4.HC.65,Na<sub>3</sub>Mg<sub>2</sub>[Ti<sup>4+</sup>V<sup>5+</sup><sub>9</sub>O<sub>28</sub>]⋅22H<sub>2</sub>O,"Approved, Pending publication",2020
Rossite,Ca,VO_3_,,,Ca,(V<sup>5+</sup>O<sub>3</sub>) x 2,Ca;V;O;H,4.HD.05,Ca(V<sup>5+</sup>O<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O,"Grandfathered, Approved",1927
Metarossite,Ca,VO_3_,,,Ca,(V<sup>5+</sup>O<sub>3</sub>) x 2,Ca;V;O;H,4.HD.10,CaV<sup>5+</sup><sub>2</sub>O<sub>6</sub>·2H<sub>2</sub>O,"Grandfathered, Approved",1927
Munirite,Na,VO_3_,,,Na,V<sup>5+</sup>O<sub>3</sub>,Na;V;O;H,4.HD.15,NaV<sup>5+</sup>O<sub>3</sub>·1.9H<sub>2</sub>O,Approved,1983
Metamunirite,Na,VO_3_,,,Na,V<sup>5+</sup>O<sub>3</sub>,Na;V;O,4.HD.20,NaV<sup>5+</sup>O<sub>3</sub>,Approved,1991
Dickthomssenite,Mg,VO_3_,,,Mg,(V<sup>5+</sup>O<sub>3</sub>) x 2,Mg;V;O;H,4.HD.25,MgV<sup>5+</sup><sub>2</sub>O<sub>6</sub>·7H<sub>2</sub>O,Approved,2000
Ansermetite,Mn^2+^,VO_3_,,,Mn<sup>2+</sup>,(V<sup>5+</sup>O<sub>3</sub>) x 2,Mn;V;O;H,4.HD.30,Mn<sup>2+</sup>V<sup>5+</sup><sub>2</sub>O<sub>6</sub>·4H<sub>2</sub>O,Approved,2002
Melanovanadite,Ca,"(V^5+^,V^4+^)_8_O_20_",,,Ca,V<sup>4+</sup><sub>2</sub>V<sup>5+</sup><sub>2</sub>O<sub>10</sub>,Ca;V;O;H,4.HE.05,CaV<sup>4+</sup><sub>2</sub>V<sup>5+</sup><sub>2</sub>O<sub>10</sub>·5H<sub>2</sub>O,"Grandfathered, Approved",1921
Shcherbinaite,V^5+^,O,,,V<sup>5+</sup> x 2,O x 5,V;O,4.HE.10,V<sup>5+</sup><sub>2</sub>O<sub>5</sub>,Approved,1972
Hewettite,Ca,V^5+^_6_O_16_,,,Ca,V<sup>5+</sup><sub>6</sub>O<sub>16</sub>,Ca;V;O;H,4.HE.15,CaV<sup>5+</sup><sub>6</sub>O<sub>16</sub>·9H<sub>2</sub>O,"Grandfathered, Approved",1914
Metahewettite,Ca,V^5+^_6_O_16_,,,Ca,V<sup>5+</sup><sub>6</sub>O<sub>16</sub>,Ca;V;O;H,4.HE.15,CaV<sup>5+</sup><sub>6</sub>O<sub>16</sub>·3H<sub>2</sub>O,"Grandfathered, Approved",1914
Bariandite,Al,"(V^5+^,V^4+^)_8_O_20_",,,Al x 0.6,"(V<sup>5+</sup>,V<sup>4+</sup>)<sub>8</sub>O<sub>20</sub>",Al;V;O;H,4.HE.20,"Al<sub>0.6</sub>(V<sup>5+</sup>,V<sup>4+</sup>)<sub>8</sub>O<sub>20</sub>·9H<sub>2</sub>O",Approved,1971
Bokite,Al;Fe^3+^,"(V^5+^,V^4+^)_8_O_20_",,,(Al + Fe<sup>3+</sup>)=1.3;Fe<sup>3+</sup>,"(V<sup>5+</sup>,V<sup>4+</sup>,Fe<sup>3+</sup>)<sub>8</sub>O<sub>20</sub>",Al;Fe;V;O;H,4.HE.20,"(Al,Fe<sup>3+</sup>)<sub>1.3</sub>(V<sup>5+</sup>,V<sup>4+</sup>,Fe<sup>3+</sup>)<sub>8</sub>O<sub>20</sub>·7.5H<sub>2</sub>O",Approved,1963
Corvusite,Na;Ca;K;Mg;Fe^2+^,"(V^5+^,V^4+^)_8_O_20_",,,(Na + Ca + K + Mg)=2;Fe<sup>2+</sup>,"(V<sup>5+</sup>,V<sup>4+</sup>,Fe<sup>2+</sup>)<sub>8</sub>O<sub>20</sub>",Na;K;Ca;Mg;V;Fe;O;H,4.HE.20,"(Na,K,Ca,Mg)<sub>2</sub>(V<sup>5+</sup>,V<sup>4+</sup>,Fe<sup>2+</sup>)<sub>8</sub>O<sub>20</sub>·4H<sub>2</sub>O","Grandfathered, Approved",1933
Fernandinite,Ca;Na;K;Fe^2+^;Ti^4+^,"(V^5+^,V^4+^)_8_O_20_",,,(Ca + Na + K)=0.9;Fe<sup>2+</sup>;Ti<sup>4+</sup>,"(V<sup>5+</sup>,V<sup>4+</sup>,Fe<sup>2+</sup>,Ti<sup>4+</sup>)<sub>8</sub>O<sub>20</sub>",Ca;Na;K;V;Fe;Ti;O;H,4.HE.20,"(Ca,Na,K)<sub>0.9</sub>(V<sup>5+</sup>,V<sup>4+</sup>,Fe<sup>2+</sup>,Ti<sup>4+</sup>)<sub>8</sub>O<sub>20</sub>·4H<sub>2</sub>O","Redefined, Approved",1915
Straczekite,Ca;K;Ba,"(V^5+^,V^4+^)_8_O_20_",,,(Ca + K + Ba)=1,V<sup>4+</sup><sub>2</sub>V<sup>5+</sup><sub>6</sub>O<sub>20</sub>,Ca;K;Ba;V;O;H,4.HE.20,"(Ca,K,Ba)V<sup>4+</sup><sub>2</sub>V<sup>5+</sup><sub>6</sub>O<sub>20</sub>·3H<sub>2</sub>O",Approved,1983
Häggite,V^4+^;V^3+^,OH;O,,,V<sup>4+</sup>;V<sup>3+</sup>,O x 2;OHx3,V;O;H,4.HE.25,V<sup>3+</sup>V<sup>4+</sup>O<sub>2</sub>(OH)<sub>3</sub>,"Grandfathered, Approved",1958
Doloresite,V^4+^,OH;O,,,V<sup>4+</sup> x 3,O x 4;OHx4,V;O;H,4.HE.30,V<sup>4+</sup><sub>3</sub>O<sub>4</sub>(OH)<sub>4</sub>,"Grandfathered, Approved",1957
Duttonite,V^4+^,OH;O,,,V<sup>4+</sup>,O;OHx2,V;O;H,4.HE.35,V<sup>4+</sup>O(OH)<sub>2</sub>,"Grandfathered, Approved",1957
Cavoite,Ca;V^4+^,O,,,Ca;V<sup>4+</sup> x 3,O x 7,Ca;V;O,4.HE.40,CaV<sup>4+</sup><sub>3</sub>O<sub>7</sub>,Approved,2003
Bannermanite,Na;K,"(V^4+^,V^5+^)_6_O_15_",,,(Na + K)=x,V<sup>4+</sup><sub>x</sub>V<sup>5+</sup><sub>6-x</sub>O<sub>15</sub>,Na;K;V;O,4.HF.05,"(Na,K)<sub>x</sub>V<sup>4+</sup><sub>x</sub>V<sup>5+</sup><sub>6-x</sub>O<sub>15</sub> (0.5< x<0.9)",Approved,1980
Fervanite,Fe^3+^,VO_4_,,,Fe<sup>3+</sup> x 4,V<sup>5+</sup>O<sub>4</sub> x 4,Fe;V;O;H,4.HG.05,Fe<sup>3+</sup><sub>4</sub>V<sup>5+</sup><sub>4</sub>O<sub>16</sub>·5H<sub>2</sub>O,"Grandfathered, Approved",1931
Huemulite,Na;Mg,V_10_O_28_,,,Na x 4;Mg,V<sup>5+</sup><sub>10</sub>O<sub>28</sub>,Na;Mg;V;O;H,4.HG.10,Na<sub>4</sub>MgV<sup>5+</sup><sub>10</sub>O<sub>28</sub>·24H<sub>2</sub>O,Approved,1966
Vanalite,Al;Na,V^5+^_10_O_38_,,,Al x 8;Na,V<sup>5+</sup><sub>10</sub>O<sub>38</sub>,Na;Al;V;O;H,4.HG.15,NaAl<sub>8</sub>V<sup>5+</sup><sub>10</sub>O<sub>38</sub>·30H<sub>2</sub>O,Approved,1962
Simplotite,Ca,V^4+^_4_O_9_,,,Ca,V<sup>4+</sup><sub>4</sub>O<sub>9</sub>,Ca;V;O;H,4.HG.20,CaV<sup>4+</sup><sub>4</sub>O<sub>9</sub>·5H<sub>2</sub>O,"Grandfathered, Approved",1956
Vanoxite,V^4+^;V^5+^,O,,,V<sup>4+</sup> x 4;V<sup>5+</sup> x 2,O x 13,V;O;H,4.HG.25,V<sup>4+</sup><sub>4</sub>V<sup>5+</sup><sub>2</sub>O<sub>13</sub>·8H<sub>2</sub>O,"Approved, Grandfathered",1924
Navajoite,V^5+^;Fe^3+^,O,,,(V<sup>5+</sup> + Fe<sup>3+</sup>)=10,O x 24,V;Fe;O;H,4.HG.30,"(V<sup>5+</sup>,Fe<sup>3+</sup>)<sub>10</sub>O<sub>24</sub>·12H<sub>2</sub>O","Grandfathered, Approved",1955
Calciodelrioite,Ca,VO_3_,,,Ca,(V<sup>5+</sup>O<sub>3</sub>) x 2,Ca;V;O;H,4.HG.35,Ca(V<sup>5+</sup>O<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O,Approved,2012
Delrioite,Sr,VO_3_,,,Sr,(V<sup>5+</sup>O<sub>3</sub>) x 2,Sr;V;O;H,4.HG.35,Sr(V<sup>5+</sup>O<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O,"Approved, Redefined",1959
Metadelrioite,Ca;Sr,OH;VO_3_,,,Ca;Sr,(V<sup>5+</sup>O<sub>3</sub>) x 2;OHx2,Sr;Ca;V;O;H,4.HG.40,SrCa(V<sup>5+</sup>O<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Approved,1970
Barnesite,Na;Ca,V^5+^_6_O_16_,,,(Na + Ca)=2,V<sup>5+</sup><sub>6</sub>O<sub>16</sub>,Na;Ca;V;O;H,4.HG.45,"(Na,Ca)<sub>2</sub>V<sup>5+</sup><sub>6</sub>O<sub>16</sub>·3H<sub>2</sub>O",Approved,1963
Hendersonite,Ca;Sr,"(V^5+^,V^4+^)_6_O_16_",,,(Ca + Sr)=1.3,"(V<sup>5+</sup>,V<sup>4+</sup>)<sub>6</sub>O<sub>16</sub>",Ca;Sr;V;O;H,4.HG.50,"(Ca,Sr)<sub>1.3</sub>(V<sup>5+</sup>,V<sup>4+</sup>)<sub>6</sub>O<sub>16</sub>·6H<sub>2</sub>O",Approved,1962
Grantsite,Na;Ca,"(V^5+^,V^4+^)_6_O_16_",,,(Na + Ca)=2,"(V<sup>5+</sup>,V<sup>4+</sup>)<sub>6</sub>O<sub>16</sub>",Na;Ca;V;O;H,4.HG.55,"(Na,Ca)<sub>2+x</sub>(V<sup>5+</sup>,V<sup>4+</sup>)<sub>6</sub>O<sub>16</sub>·4H<sub>2</sub>O",Approved,1961
Lenoblite,V^4+^,O,,,V<sup>4+</sup> x 2,O x 4,V;O;H,4.HG.60,V<sup>4+</sup><sub>2</sub>O<sub>4</sub>·2H<sub>2</sub>O,Approved,1970
Satpaevite,Al,V^4+^_2_V^5+^_6_O_37_,,,Al x 12,V<sup>4+</sup><sub>2</sub>V<sup>5+</sup><sub>6</sub>O<sub>37</sub>,Al;V;O;H,4.HG.65,Al<sub>12</sub>V<sup>4+</sup><sub>2</sub>V<sup>5+</sup><sub>6</sub>O<sub>37</sub>·30H<sub>2</sub>O,"Questionable mineral species, Approved",1959
Pandoraite-Ba,Ba,V^4+^_5_V^5+^_2_O_16_,,,Ba,V<sup>4+</sup><sub>5</sub>V<sup>5+</sup><sub>2</sub>O<sub>16</sub>,Ba;V;O;H,4.HG.70,BaV<sup>4+</sup><sub>5</sub>V<sup>5+</sup><sub>2</sub>O<sub>16</sub>·3H<sub>2</sub>O,"Approved, Pending publication",2018
Pandoraite-Ca,Ca,V^4+^_5_V^5+^_2_O_16_,,,Ca,V<sup>4+</sup><sub>5</sub>V<sup>5+</sup><sub>2</sub>O<sub>16</sub>,Ca;V;O;H,4.HG.70,CaV<sup>4+</sup><sub>5</sub>V<sup>5+</sup><sub>2</sub>O<sub>16</sub>·3H<sub>2</sub>O,"Approved, Pending publication",2018
Bassoite,Sr,V^4+^_3_O_7_,,,Sr,V<sup>4+</sup><sub>3</sub>O<sub>7</sub>,Sr;V;O;H,4.HG.75,SrV<sup>4+</sup><sub>3</sub>O<sub>7</sub>·4H<sub>2</sub>O,Approved,2011
Leiteite,Zn,As_2_O_4_,,,Zn,As<sup>3+</sup><sub>2</sub>O<sub>4</sub>,Zn;As;O,4.JA.05,ZnAs<sup>3+</sup><sub>2</sub>O<sub>4</sub>,Approved,1977
Reinerite,Zn,AsO_3_,,,Zn x 3,(As<sup>3+</sup>O<sub>3</sub>) x 2,Zn;As;O,4.JA.10,Zn<sub>3</sub>(As<sup>3+</sup>O<sub>3</sub>)<sub>2</sub>,"Grandfathered, Approved",1958
Karibibite,Fe^3+^,OH;HAsO_3_;As_2_O_5_,,,Fe<sup>3+</sup> x 3,(As<sup>3+</sup>O<sub>2</sub>OH) x 4;(As<sup>3+</sup><sub>2</sub>O<sub>5</sub>);OH,Fe;As;O;H,4.JA.15,Fe<sup>3+</sup><sub>3</sub>(As<sup>3+</sup>O<sub>2</sub>)<sub>4</sub>(As<sup>3+</sup><sub>2</sub>O<sub>5</sub>)(OH),Approved,1973
Kusachiite,Cu^2+^,Bi_2_O_4_,,,Cu<sup>2+</sup>,Bi<sup>3+</sup><sub>2</sub>O<sub>4</sub>,Cu;Bi;O,4.JA.20,Cu<sup>2+</sup>Bi<sub>2</sub>O<sub>4</sub>,Approved,1995
Schafarzikite,Fe^2+^,Sb_2_O_4_,,,Fe<sup>2+</sup>,Sb<sup>3+</sup><sub>2</sub>O<sub>4</sub>,Fe;Sb;O,4.JA.20,Fe<sup>2+</sup>Sb<sup>3+</sup><sub>2</sub>O<sub>4</sub>,"Grandfathered, Approved",1921
Trippkeite,Cu^2+^,As_2_O_4_,,,Cu<sup>2+</sup>,As<sup>3+</sup><sub>2</sub>O<sub>4</sub>,Cu;As;O,4.JA.20,Cu<sup>2+</sup>As<sup>3+</sup><sub>2</sub>O<sub>4</sub>,"Grandfathered, Approved",1880
